Table 1
video;dialect;clips;score;sample_text
DcOKneAxpJB.mp4;no;10;0;Македонска песна е широка, бескрајна и едноставно е добра или лоша, меѓутоа зашто во нашиот репертоар да нема македонска песна за која што ќе се обратиме до таткото за керката, за мајката исто така, за керката, за новороденчата и така натаму. И тоа м
DcOlQQRRFT9.mp4;no;28;0;Open AI ја лансираше новата верзија на Chatgpt, наменета за тинеjџери од 13 до 17 години. Ова оптимизирана верзија е создадена по напливот од реакции на загрижени родители од целиот свет, кој сметаа дека апликацијата е закана за младите доколку нема 
DcQivVrRdKC.mp4;no;18;0;Неколку пати до сега се обидоа да создаваат хистерија на отворена сцена преку социјални медиони. Три пати до сега требаше да банкротираме. Сега требаше илјадници мигранти да ја газат територијата на Македонија, да организираме мигрантски кампови. Пот
DcTlIa0RLIv.mp4;no;29;0;Пожарите на отворено не се опасност само за имотот и животот, туку сериозно го загрозуваат и здравјето на луѓето. Институтот за јавно здравје предупредува дека чадот може да се пренесува на големи растојанија. А најголем ризик, како што велат се ситн
DcTnA0axL_w.mp4;no;22;0;За гужвите на табановце да бидат минато, МВРАсоздаде веб-апликација со мобилен интерфејс безбеден град за странските државјани. Од сега казните, странците ќе може да се ги платат по електронски пат, наместо да бидат запирани на граничниот премин и да
DcY3a9RoNkC.mp4;no;20;0;Македонија има највисока стапка на заболени од западнонилска треска на милион жители во Европа. Вирусната инфекција која пренесуваат комарци и птици е пријавена во 12 европски држави. Први случаи регистрираа и Австрија, Албанија, Германија. Според по
Dcd4eK9xzbR.mp4;no;18;0;Обвинетите за пожарот во дискотеката Пулс го оспоруваат градежното вештачење според која објектот имал низа пропусти. На наодите на тимот градежни вештаци, Дедеска во судницата се спротистави и адвокатите на сопственикот на објектот Гроздан Милковски
Dcd_l2Qx6tI.mp4;no;24;0;Около 14.500 првачиња до сега се запишани во основните училишта, вели Министерката за Образование Јаневска. Сепак, бројката не е конечна, бидејќи уписите продолжуваат во текот на август и септември. Во основното образование има околу 200 паралелки по
DcdoL9xxBbK.mp4;no;28;0;Министерот Серафимовски беше дел од бенд, и како вокал, но и како музичар. Што се научи од овој период? Раскажете ми повеќе за тоа искусство. Пред се морам да потенцирам дека беше аматерски настап и не беше некој професионален. Моето музичко образова
Dcgf8q5RF8f.mp4;no;19;0;Едно до 10 деца во Македонија на возраст од 12 до 17 години било изложено на сексуална експлоатација и злоупотреба преку интернет. Ова го открива извештајот на Меѓународен истражувачки проект за злоупотреба на деца преку дигитални технологии. Најчест
DcltV_gxMe9.mp4;no;40;0;Дата центрите се иднината на човештвото и владата ќе го превземе институционалниот ризик и ќе ги изгради. Струјата ке ја плаќа оној што ќе ја троши, а во денешно време има многу бројни начини за ладење на овие центри, вели премиерот Мицкоски. Македон
DcoUI0sxT17.mp4;no;19;0;Од 1. септември тргнува градски воз од Зелениково до Централната железничка станица во Скопје. Возовите ќе се обраќаат 8 пати дневно во двата правци, а ќе се патува околу 25 минути. Првиот воз од Зелениково ќе тргнува во 6.20, а последниот ќе пристиг
DdHSfaCMf8Z.mp4;no;18;0;Денеска ќе зборуваме за хороскоп. Јас сум инаку лав во хороскоп, подзнак сум рак и месечина девица, оган, земја, вода, се испомешано. Тоа веројатно објаснува зошто едната страна од мене сака да блеска, другата чувствува се, а третата анализира абсолу
DdOvgSVAvKw.mp4;no;23;0;Смачено ти од класичен пилешки стек, имам вкусен и здрав предлог за тебе. Најпрво, пилешкиот стек го чистиме од жилите и го сечеме убаво на коцкички или лентички по желба Самите бели меса се големи извори на протеини. Протеините на нашето тело му се 
DdPDUX0OIMz.mp4;no;26;0;Ми спративте десетици пораки со едно мени од наша градинка. На менито има тортици, леб со крем, банички, млеко со бисквити. И секогаш прашањето е како како нутриционист можеш да го прокоментираш ова. Нормално дека не се согласувам со изборот на ваква
