audio,text
clips/dykgj4yojx5_000009.wav,KOJ ИЗБЕГА ВО ВPЕМЕТО
clips/dykgj4yojx5_000010.wav,"ДОДЕКА ВИЕ BЕВТE НА ВЛАСТ,"
clips/dykgj4yojx5_000011.wav,HEMA HAМЕPА ДА CE ВРАТИ.
clips/dykgj4yojx5_000012.wav,ДЕНОВИВЕ ЖЕСТОКО ГОНАПАДНА
clips/dykgj4yojx5_000013.wav,ФИЛКОВ ПОРАДИ ТОА ШТО НАЈАВИ
clips/dykgj4yojx5_000014.wav,KA МОЖЕБИ KE JA БНОВИ ПРОЦЕДУРАТА
clips/dykgj4yojx5_000015.wav,ЗА ЕКСТРАДИЦИЛА.
clips/dykgj4yojx5_000016.wav,ДЕНОВИПОВТОРНО СЕ ПОЛАВИЛА ТИЕ
clips/dykgj4yojx5_000017.wav,ИНФОРМАЦИИ ЗА АА ФАМОЗНА СРЕДБА
clips/dykgj4yojx5_000018.wav,ШТО СЕСЛУЧИЛА ВО КАБИНЕТОТ
clips/dykgj4yojx5_000019.wav,НА ПОРАНЕШНИОТ ПРЕТСЕДАТЕЛ
clips/dykgj4yojx5_000020.wav,"ПЕНДАРОВСКИ, А КОЈА СЕ ДОГОВАРАЛО"
clips/dykgj4yojx5_000021.wav,НАВОДНО ВРАКАНЕТО НА ГРУЕВСКИ.
clips/dykgj4yojx5_000022.wav,HAT TAA СРЕДБА. БИЛЕ ЛИДА HИ КАЖЕТЕ ОЖЕ
clips/dykgj4yojx5_000023.wav,HA TAA СРЕДБА. ИЛЕ A HN КАЖЕТЕ
clips/dykgj4yojx5_000024.wav,ШТО ТОЧНО СЕ СЛУЧИ TAMY?
clips/dykgj4yojx5_000025.wav,"ПАК КЕ КАЖАМ,"
clips/dykgj4yojx5_000026.wav,СЕ ТОА ПЕРИФЕРНИ ПРАШАНАКОИ ШТО
clips/dykgj4yojx5_000027.wav,"CET TOA ПЕРИФЕРНИ ПРАШАНА КОИ ШТО ЕНТИРАМ ЗА ГРУБИ, CE СОЗДАВА РУШЕЊЕ НА РАМКОВНИОТ"
clips/dykgj4yojx5_000028.wav,HA КОИ ШТО HАВИСТИНА HE CAKAM ТРОШАМ ЕНТИРАМ ЗА ФРУБИ CE СОЗДАВАД РУШЕЊЕ НА РАМКОВНИОТ ДОГОВ
clips/dykgj4yojx5_000029.wav,"HE САМО ОД OBAA МИНУТАЖА ВАЖНА ЕНТИРАМ ЗА Г ГРУБИ, CE СОЗДАВА УШЕЊЕ HA РАМКОВНИОТ дОГО"
clips/dykgj4yojx5_000030.wav,"HE CAMO ОД OBAA МИНУТАЖА BAЖHA МЕНТИРАМ ЗА ГРУБИ, CE СОЗДАВА -РУШЕНЕ НА РАМКОВНИОТ ДОГОВ"
clips/dykgj4yojx5_000031.wav,"BO OBAA ТЕЛЕВИЗИЈА TYKY ОПШТО BO ЕНТИРАМ ЗА ФРУБИ, CE E CОЗДАВ РУШЕЊЕ НА РАМКОВНИОТ"
clips/dykgj4yojx5_000032.wav,"MOETO ПОЛИТИЧКО BO MOETO ПОЛИТИЧКО ЕНТИРАМ ЗА Г ГРУБИ, СЕ СОЗДАВА РУШЕЊЕ НА РАМКОВНИОТ доГо"
clips/dykgj4yojx5_000033.wav,"ГРУБИ, CE COЗДABА МЕНТИРАМ ЗА РАМКОВНИОТ ДОГОВ -РУШЕЊЕ HA"
clips/dykgj4yojx5_000034.wav,"ДЕЈСТВУВАНЕ. HO ВАЖНО CE МЕНТИРАМ ЗА ГРУБИ, CE СОЗДАВ -РУШЕЊЕ НА Р РАМКОВНИОТ ДОГ"
clips/dykgj4yojx5_000035.wav,MHTE РАСВЕТЛАТ НЕКОИ.. BATOA ШТО CE СЛУЧУВААТ ОСМАНИ: НЕ Е CAMO
clips/dykgj4yojx5_000036.wav,ИHT НЕКОИ.. РАСВЕТЛАТ ШТО CE СЛУЧУВААТ TOA HE E ОСМАНИ: CAMO EPBJY
clips/dykgj4yojx5_000037.wav,"1, СЕ СОЗДАВА ДЕФОКУС ОД ГЛАВНАТА ОВНИОТ ДОГОВОР"
clips/dykgj4yojx5_000038.wav,"CA HTEPE ПРЕМНОГУ ГОЛЕМИ И АЛАРМАНТНИ 1, СЕ СОЗДАВА ДЕФОКУС ОД ГЛАВНАТА ОВНИОТ ДОГОВОР"
clips/dykgj4yojx5_000039.wav,ОДРЕДУВААТ ДЕФОКУС ОД ГЛАВНАТА СЕ СОЗДАВА ОВНИОТ ДОГОВОР
clips/dykgj4yojx5_000040.wav,"СОСТОЈБИКОИ ШТО ГООДРЕДУВААТ СЕ СОЗДАВА ДЕФОИ НТИРАМ 3А ГРУБИ, РАМКОВНИОТ ДОГОВОР УШЕЊЕ HA"
clips/dykgj4yojx5_000041.wav,"ПРАВЕЦОТ НАТОА КАДЕОДИ, ТИРАМ ЗА ГРУБИ, СЕ СОЗДАВА ДЕФО РАМКОВНИОТ ДОГОВОР УШЕЊЕ НА Р"
clips/dykgj4yojx5_000042.wav,"CE СОЗДАВА ДЕФОК 3A ГРУБИ, HТИPAМ РАМКОВНИОТ Т ДОГОВОР УШЕЊЕ НА"
clips/dykgj4yojx5_000043.wav,"КАДЕОДИМЕКАКО ДРЖАВА, НТИРАМ ЗА ГРУБИ, СЕ СОЗДАВА ДЕФОК РАМКОВНИОТ ДОГОВОР УШЕЊЕ НА Р"
clips/dykgj4yojx5_000044.wav,"ЗАДА ИЗГУБИМЕ НТИРАМ ЗА ГРУБИ, СЕ СОЗДАВА ДЕФО РАМКОВНИОТ ДОГОВОР УШЕЊЕ HA"
clips/dykgj4yojx5_000045.wav,"ЕНТИРАМ ЗА ГРУБИ, СЕ СОЗДАВА ДЕФО РУШЕЊЕ НА РАМКОВНИОТ ДОГОВОР"
clips/dykgj4yojx5_000046.wav,"1 ДРАГОЦЕНОВРЕМЕ ДАРАЗГОВАРАМЕ НТИРАМ ЗА ГРУБИ, СЕ СОЗДАВА ДЕФ УШЕЊЕ НА Р РАМКОВНИОТ ДОГОВОР"
clips/dykgj4yojx5_000047.wav,"ФРУБИ, CE СОЗДАВА ГИРАМ 3A ШЕНЊЕ HA РАМКОВНИОТ ДОГОВ"
clips/dykgj4yojx5_000048.wav,"ЗАПОВЕКЕШОУ ПРАШАЊА И ШПЕКУЛАЛ СОЗДАВАД CE ЕНТИРАМ ЗА ГРУБИ, РУШЕЊЕ НА РАМКОВНИОТ ДОГОВо"
clips/dykgj4yojx5_000049.wav,Шоу ЗА ПОВЕКЕ ШПЕКУЛАЛ ПРАШАЊАИ E СОЗДАВА ГРУБИ CE ЕНТИРАМ ЗА РУШЕЊЕ НА РАМКОВНИОТ ДОГОВ
clips/dykgj4yojx5_000050.wav,"CE СОЗДАЕ 3A ГРУБИ, ЕHТИРAМ РУШЕЊЕ HA РАМКОВНИОТ"
clips/dykgj4yojx5_000051.wav,"МОЖ КОИ ШТОНИТУ ФН СЕГА ДАГИ ДА ЕНТИРАМ ЗА ГРУБИ, CE СОЗДАВА РУШЕЊЕ НА РАМКОВНИОТ ДОГОВО"
clips/dykgj4yojx5_000052.wav,"КОИ ШТОНИТУМОЖА СЕГАДАГИ ДАГИ СЕ СОЗДАВА НТИРАМ 3А ГРУБИ, РАМКОВНИОТ ДОГОВО HA УШЕЊЕ"
clips/dykgj4yojx5_000053.wav,"ДЕМАНТИРАМ, ДАГИПОТВРДАМ CE СОЗДАВА ЕНТИРАМ ЗА ГРУБИ, РУШЕЊЕ HA РАМКОВНИОТ ДОГОВ"
clips/dykgj4yojx5_000054.wav,"И МИСЛАМ ДЕКА НЕМАДА СЛУЖИ СОЗДАВА CE ТИРАМ ЗА ГРУБИ, ДЕ ДОГОВО РАМКОВНИОТ ШЕЊЕ НА"
clips/dykgj4yojx5_000055.wav,"HA HИEД JАВНОСТА НА ЕНТИРАМ ЗА ГРУБИ, СЕ СОЗДАВА УШЕЊЕ HA РАМКОВНИОТ ДОГОВ"
clips/dykgj4yojx5_000056.wav,"1 НАЧИН. CE СОЗДАВА ФРУБИ, 3A HTИPAM РАМКОВНИОТ ДОГОЕ HA УШЕЊЕ"
clips/dyki8_lm7rh_000000.wav,СОГАОЛО БОСТАН НЕМОЛДА САДИШ
clips/dyki8_lm7rh_000001.wav,КЕСИ ГО ПРОДАДЕШ КОГАЕДНАШ
clips/dyki8_lm7rh_000002.wav,ЗАМАЛО ПАРЕ
clips/dyki8_lm7rh_000003.wav,НИКОГАШНЕ МОЖЕШДАСИ
clips/dyki8_lm7rh_000004.wav,МОЖЕШДА СИ НИКОГАШ НЕ
clips/dyki8_lm7rh_000005.wav,ПОВТОРНО НАЗАД
clips/dyki8_lm7rh_000006.wav,HИ3A МНОГОПАРИ
clips/dyki8_lm7rh_000007.wav,АСТАРИТЕ БУКАА ОВАГО
clips/dyki8_lm7rh_000008.wav,АСТАРИТЕ ОВА ГО ВИКАА
clips/dym_dxmufqj_000000.wav,ДАГО АКО МОЖЕШ
clips/dym_dxmufqj_000001.wav,ДАГО АКО МОЖЕШ ЗАМЕНИШ ЖИВОТОТ
clips/dym_dxmufqj_000002.wav,СО НЕКОЛ НА ДВАЕСЕТ
clips/dym_dxmufqj_000003.wav,"HEKOJ HA ДВАЕСЕТ И ЧЕТИРИ ЧАСА,"
clips/dym_dxmufqj_000004.wav,КОЈБИ БИЛОТОА?
clips/dym_dxmufqj_000005.wav,ПРАШАНЕ. АШКАТА ПОПУЛАЦИЈА
clips/dym_dxmufqj_000006.wav,ТОЧНО ЗНАЕ СО
clips/dym_dxmufqj_000007.wav,ТОЧНО 3HAE CO 5N ЗАМЕНИЛ
clips/dym_dxmufqj_000008.wav,ДВАЕСЕТ И ЧЕТИРИ
clips/dym_dxmufqj_000009.wav,ДВАЕСЕТ ЧЕТИРИ СААТИ 5AP
clips/dym_dxmufqj_000010.wav,БОГ ДА ГО ПРОСТИ.
clips/dym_dxmufqj_000011.wav,НО НЕ БИ ПРОМЕНИЛ
clips/dym_dxmufqj_000012.wav,ME ПРАШАВТЕ AKO ПРЕДДВАЕСЕТ OBA
clips/dym_dxmufqj_000013.wav,ШЕСТ ГОДИНИ
clips/dym_dxmufqj_000014.wav,ГОДИНИ ШЕСТ CE РОДИ КОГА
clips/dym_dxmufqj_000015.wav,ПРВИОТ МОЖСИН
clips/dym_dxmufqj_000016.wav,KE ДАВАВ МОЖЕБИ
clips/dym_dxmufqj_000017.wav,KE ДАBАB 1ОЖЕБИ ДНО ОСУМНАЕСЕТ
clips/dym_dxmufqj_000018.wav,"ОДГОВОРИ, КОИ TOM KPY3 MEY"
clips/dym_dxmufqj_000019.wav,ИЕГУКОИХЛУ XEФHEР
clips/dym_dxmufqj_000020.wav,КОИ ХЖУ ХЕФНЕР ГОКАЖАВ
clips/dym_dxmufqj_000021.wav,МЕНШН ПЛЕЈБОЈ 30
clips/dym_dxmufqj_000022.wav,СААТИ. ЧЕТИРИ 5N ПРОГ МЕНИЛ HE
clips/dym_dxmufqj_000023.wav,CO МОИТЕ Ц
clips/dym_dxmufqj_000024.wav,МОИТЕ БИПРОМЕНИЛ E
clips/dym_dxmufqj_000025.wav,HИШТО ИСОЛУТНО
clips/dym_dxmufqj_000026.wav,COI НИКОJ.
clips/dym_dxmufqj_000027.wav,ИМААТ НАСМЕВКАТ JA
clips/dym_dxmufqj_000028.wav,И СРЕКАТА
clips/dym_dxmufqj_000029.wav,ГЛЕДАЛКИ ГИ
clips/dym_dxmufqj_000030.wav,ГЛЕДАЛКИ KAKO CN ДЕЦАТА
clips/dym_dxmufqj_000031.wav,СВОИ ТУРБУЛЕНЦИ
clips/dym_dxmufqj_000032.wav,"НЕРВОЗИ, CO ЗАЛУБУВАНЕ"
clips/dym_dxmufqj_000033.wav,БИДАТ ДЕЛ ОД
clips/dym_dxmufqj_000034.wav,БИДАТ AA УBОT HИВНИОТ
clips/dym_dxmufqj_000035.wav,ПЕРИОДИ С СЕ TOA.
clips/dym_dxmufqj_000036.wav,БИДАМ ТОГАШ A KE CE МЕНААТ
clips/dymblixetrz_000000.wav,ЗАВРШИ ПРЕСОТ
clips/dymblixetrz_000001.wav,"1ПРЕСОТ, ЗАВРШИ ГОСПОДИНОТ ТРАЈКО"
clips/dymblixetrz_000002.wav,СЛАВЕВСКИ СО
clips/dymblixetrz_000003.wav,СЛАВЕВСКИ СО СТИЛ НА АНТИЛОПА
clips/dymblixetrz_000004.wav,И БРЗИНА НАУСЕИН
clips/dymblixetrz_000005.wav,"ШМУГНА ОД МЕНЕ,"
clips/dymblixetrz_000006.wav,ЗАТОА ШТО САКАВ
clips/dymblixetrz_000007.wav,ШТО CAKAB ЗАТОА ПРАШАМ УШТЕ AA
clips/dymblixetrz_000008.wav,"НЕКОЕ ПРАШАЊЕ,"
clips/dymblixetrz_000009.wav,НЕГОВИТЕ ВРАБОТЕНИ.
clips/dymblixetrz_000010.wav,HЕГОBИТE ВРАБОТЕНИ. ЗАМИСЛЕТЕ AA
clips/dymblixetrz_000011.wav,ВЕ ПОКАНАТ ДОМА
clips/dymblixetrz_000012.wav,ВЕ ПОКАНАТ MA НАГОСТИ И ДА
clips/dymblixetrz_000013.wav,СВИРКААТ И ДА ВИ УКААТ.
clips/dymblixetrz_000014.wav,"E, ТОА С СЛУЧИ ВО"
clips/dymblixetrz_000015.wav,БАНКА. НАРОДНА
clips/dymblixetrz_000016.wav,НАРОДНА БАНКА. ИСТАТА BЕЧЕР
clips/dymblixetrz_000017.wav,"ВРОПСКАТА ДЕЛЕГАЦИЈА,"
clips/dymblixetrz_000018.wav,"ВРОПСКАТА ДЕЛЕГАЦИЈА, НА ЧЕЛО СО ГОСПОДИНОТ"
clips/dymblixetrz_000019.wav,"МИХАЛИС РОКАС,"
clips/dymblixetrz_000020.wav,"МИХАЛИС РОКАС, ОРГАНИЗИРАШЕ"
clips/dymblixetrz_000021.wav,РЕСТОРАН ПО ПОВОД
clips/dymblixetrz_000022.wav,"РЕСТОРАН ПО ПОВОД ДЕНОТ НА ЕУ,"
clips/dymblixetrz_000023.wav,ИЛИ АКО САКАТЕ
clips/dymblixetrz_000024.wav,"ОСЛОБОДУВАЊЕТО, БОРБАТА ПРОТИВ"
clips/dymblixetrz_000025.wav,ФАШИЗМОТ. ТОКМУ НА ТОЈ ДЕН
clips/dymblixetrz_000026.wav,"ОВОЖИСТИОТЛИК, ТРАЛКО СЛАВЕВСКИ"
clips/dymblixetrz_000027.wav,МИ ПРИЈДЕ
clips/dymblixetrz_000028.wav,МИ ПРИЖДЕ МИ РЕЧЕ ОТПРИЛИКА V
clips/dymblixetrz_000029.wav,"BAKA, ДАЛИ СУМ СЕ СЕКАВАЛ"
clips/dymblixetrz_000030.wav,ДЕКА КАКО МЕНЕ
clips/dymblixetrz_000031.wav,KAKO MEHE EKA И СОПСТВЕНИКОТ
clips/dymblixetrz_000032.wav,HА КАНАЛ 5
clips/dymblixetrz_000033.wav,НА КАНАЛ 5 ПОСТОЕЛ
clips/dymblixetrz_000034.wav,ДРУГ МАНГУП ВО
clips/dymblixetrz_000035.wav,"МЕДИУМИТЕ, ВЕЛИЈА СЕ ВИКАЛ"
clips/dymblixetrz_000036.wav,"РАМКОВСКИ, КОЈ ШТО САКАЛ"
clips/dymblixetrz_000037.wav,ИСТО КАКО НАВОДНО
clips/dymblixetrz_000038.wav,"СТО КАКО НАВОДНО ШТО СМЕ CAKAE,"
clips/dymblixetrz_000039.wav,"ДА ЈА РУШИМЕ ВЛАДАТА,"
clips/dymblixetrz_000040.wav,"А ЈА РУШИМЕ ВЛАДАТА, ВО ОВОЈ СЛУЧАЈ"
clips/dymblixetrz_000041.wav,"ВЛАДАТА И НЕГО,"
clips/dymblixetrz_000042.wav,HEГO ВЛАДАТА TAKA И ЗАВРШИЛ
clips/dymblixetrz_000043.wav,КАКО ШТО ЗАВРШИЛ
clips/dymblixetrz_000044.wav,ШТО 3АВРШИЛ KAKO И СО НАРАВОУЧЕНИЕ
clips/dymblixetrz_000045.wav,И СО НАРАВОУЧЕНИЕ КАКО ШТО ЗАВРШИЛ
clips/dymblixetrz_000046.wav,"ОД НЕГОВА СТРАНА,"
clips/dymblixetrz_000047.wav,"ОД НЕГОВА СТРАНА, ДЕКА АКО ПРОДОЛЖИМЕ,"
clips/dymblixetrz_000048.wav,ИСТОТО КЕ НИ СЕ
clips/dymblixetrz_000049.wav,KE HИ CE ИСТОТО СЛУЧИ.
clips/dymblixetrz_000050.wav,"А МОЈА ЗАПРЕПАСТЕНОСТ,"
clips/dymblixetrz_000051.wav,"MOJA ЗАПРЕПАСТЕНОСТ, A ГОСПОДИНОТТРАЛКО"
clips/dymblixetrz_000052.wav,СЛАВЕВСКИ ОВА
clips/dymblixetrz_000053.wav,СЛАВЕВСКИ ОВА О КАЖА ВО ПРИСУСТВО
clips/dymblixetrz_000054.wav,НА НЕКОЛКУ НОВИНАРИ
clips/dymblixetrz_000055.wav,"HA НЕКOЛКУ НOВИНАРИ 3A НЕГОВА НЕСРЕКА,"
clips/dymblixetrz_000056.wav,ВО ПРИСУСТВО HA НА ЛИДЕРОТ
clips/dymblixetrz_000057.wav,МУ СТЕГНА КРИВИЧНА
clips/dymblixetrz_000058.wav,КРИВИЧНА MY CTEГHA 3A ЗЛОУПОТРЕБА ПИJАВА
clips/dymblixetrz_000059.wav,MY СТEГHA КРИВИЧНА ПИЈАВА 3A ЗЛОУПОТРЕБА
clips/dymblixetrz_000060.wav,А СЛУЖБЕНА ПОЗИЦИЈА.
clips/dymblixetrz_000061.wav,КАКО МИ СЕ ЗАКАНУВА
clips/dymblixetrz_000062.wav,"КAНА 5, МЕНЕ И СОПСТВЕНИКОТ"
clips/dymblixetrz_000063.wav,НА КАНАЛ 5
