file_name,source,original_text,text,status,reviewed_at
clips/7635359970418101512_000002.wav,silver,"Ја рече, да, овоа ти е добро, Amla Hair Serum, Snake Oil, 7 евро, ово коштеше.","И он рече, овоа ти е добро, Amla Hair Serum, Snake Oil, 7 евро,овоа кошташе.",edited,2026-09-15T13:02:00
clips/7635359970418101512_000003.wav,silver,"Следно нешто е млеко за тело, млеко од Камила. Исто така ми препоречава на инстаграм дека треба да си купам млеко за тело од млеко од Камила и од млеко од Магара.","Следно нешто е млеко за тело, млеко од Камила. Исто така м",edited,2026-09-15T13:02:16
clips/7635359970418101512_000004.wav,silver,"И е, веќе, пакувањцето беше некаде околу 4,5 евро.","И еве го пакувањето, беше некаде околу 4,5 евра.",edited,2026-09-15T13:02:55
clips/7635359970418101512_000005.wav,silver,"Парфем египетски, 25 евро и убаво мирише, али и отпосле Сванадико свари требао некој нефертити парфем да го купам, а овај ми го правиа посебно на мене, значи со ванила и дрво мирише.","Парфем египетски, 25 евра и убаво мириса,ама отпосле сфатив дека требало некој нефертити парфем да го купам, а овај ми го правија посебно за мене, значи со ванила и дрво мириса.",edited,2026-09-15T13:04:11
clips/7635359970418101512_000006.wav,silver,"Следно е оваа крема, истака препоречате ми ја да си ја купам, значи египетска крема за болка која што е многу функционирала, ово е мини пакување, значи постојат и поголеми пакувања, јас го купи минито и ово која што ќе 3 евра, мирише на ментол, има си некои ствари у него, гледаш ЕВС, 100% природно, it's fine.","Следно е оваа крема, исто така препорачате ми ја да си ја купам, значи египетска крема за болка која што е многу функционална. Овоа е мини пакување, значи постоат и поголеми пакувања, јас го купи минито и овоа кошташе 3 евра, мириса на ментол има некои ствари у него, гледаш еве се е 100 посто природно, It's fine.",edited,2026-09-15T13:06:01
clips/7635359970418101512_000007.wav,silver,Сеја сте ви ask me a question на инстаграм и вие ми кажат дека си изнекупувам работи и јава се ми јас си купи.,"Јас стави ask me a question на инстаграм и вие ми кажавте да си изнакупувам работи и еве сум јас, си ги купив.",edited,2026-09-15T13:06:57
clips/7635359970418101512_000008.wav,silver,"Следно е ово, значи ово не е оил, тука е исто така крема, ама е од Black Seeds, значи исто имаше препореки да си купам оил од Black Seeds.","Следно е ово, значи ово не е оил, туку е исто така крема, ама е од Black Seeds, значи исто имаше препореки да си купам оил од Black Seeds.",edited,2026-09-15T13:07:29
clips/7635359970418101512_000009.wav,silver,"И ја мислиш дека оил сум купила, аље ова е крема.","И ја мислеше дека сум си оил купила, ама овоа е крема.",edited,2026-09-15T13:07:57
clips/7635359970418101512_000010.wav,silver,"Што ми продадат, јас кажам дај, тоа е мојата тактика.","Што ми продадат, јас кажам дај, тоа е мојата тактика.",kept,2026-09-15T13:08:03
clips/7635359970418101512_000011.wav,silver,Ева како изгледа и мирише многу чудно.,Ева како изгледа и мирише многу чудно.,kept,2026-09-15T13:08:09
clips/7635359970418101512_000014.wav,silver,"Али у аптеката, ако улезеш, значи прво ти е наредено цел рафт,","Али у аптеката, ако улезеш, значи прво ти е наредено цел рафт,",kept,2026-09-15T13:08:14
clips/7635359970418101512_000015.wav,silver,"в.к. елка со оваа паста, која штоше 2 евро.","вака елка со оваа паста, која што кошташе две евра.",edited,2026-09-15T13:08:48
clips/7635359970418101512_000020.wav,silver,"Ајде да пробаме, јас се извинявам, нали го мора да се десам.","Ајде да пробаме, јас се извињавам, нели мора се да се проба.",edited,2026-09-15T13:09:36
clips/7635359970418101512_000021.wav,silver,"Ок, ева го стапчето.","Ок, еве го стапчето.",edited,2026-09-15T13:09:47
clips/7635359970418101512_000025.wav,silver,"Last but not least, што сум си купила и ово е оттука и се вика","Last but not least, што сум си купила и овоа е од тука и се вика",edited,2026-09-15T13:10:08
clips/7635359970418101512_000026.wav,silver,"Блу Лотос Хербелти, чај од Блу Лотос, кој што ми кажаа да си го купам таму,","Blue Lotus Herbal Tea, чај од Блу Лотос, кој што ми кажаа да си го купам таму,",edited,2026-09-15T13:11:05
clips/7635359970418101512_000027.wav,silver,"меѓутоа јас таму го бера и немаа го никаде, замисли.","меѓутоа јас таму го бара и немаа го никаде, замисли.",edited,2026-09-15T13:11:22
clips/7635359970418101512_000028.wav,silver,"Екшелј, бил заврнајет да се продава.",Actually бил забранет да се продава.,edited,2026-09-15T13:11:48
clips/7635359970418101512_000031.wav,silver,"И евре го, 900 денара кошта, 30 грама.","И евре го, 900 денара кошта, 30 грама.",kept,2026-09-15T13:11:53
clips/7635359970418101512_000032.wav,silver,"Вечер ќе си направам, па ќе напишам во описто на видеото каков ефект има и дали ми се стига.","Вечер ќе си направам, па ќе напишам во описто на видеото каков ефект има и дали ми се свиѓа.",edited,2026-09-15T13:12:26
clips/7635359970418101512_000033.wav,silver,"И бај до веј, морам да кажам за тоа што нашиот водич не однесе на едно место, таму една забутана као стоковна куќа или whatever that is,","И By the way, морам да кажам за тоа што нашиот водич не однесе на едно место, таму една забутана како стоковна куќа или whatever that is,",edited,2026-09-15T13:13:24
clips/7635359970418101512_000034.wav,silver,"и унатри имаше се, значи, од накид до сите овие работи, до креми, до чинијички, украси, се живо,","и внатре имаше се, значи од накит до сите овие работи, до креми, до чинијчки, украси, се живо,",edited,2026-09-15T13:14:06
clips/7635359970418101512_000035.wav,silver,"и на сесија пишуваше цената, пишува се ја цената на самиот производ кој е, и таа е, свај кеш.","и на се си ја пишуваше цената,пишува си ја цената на самио производ која е и таа е, сфаќаш.",edited,2026-09-15T13:15:04
clips/7635359970418101512_000036.wav,silver,"Еве, пишува ми и таа у коментар, како се вика, може да се ја најдеш на Google Maps.","Еве пишувам ја и таа у коментар, како се вика, можеш да ја најдеш на Google Maps.",edited,2026-09-15T13:15:35
clips/7635359970418101512_000037.wav,silver,"Јас се искривам би сакала пак да одем во Кургала, преубава се поминаме.","Јас искрено би сакала пак да одам во Хургада, преубаво си поминаме.",edited,2026-09-15T13:16:07
clips/7635359970418101512_000038.wav,silver,"Честно, не можам да го опитам да ја најдам.","Честно, не можам да го опитам да ја најдам.",rejected,2026-09-15T13:17:10
clips/7638352073045576978_000000.wav,silver,"Добро дојде во македонски тикток, кред две недели или нешто така, ја има фотосеција и јас си да си купам некој сет за вежбање и најде еден прекрасен сет од Нью Йоркер.","Добро дојде во македонски тикток, пред две недели или нешто така, јас имав фотосесија и I was like, I have to be hot for this photoshoot и јас отиде да си купам некој сет за вежбање и најдов еден прекрасен сет од New Yorker.",edited,2026-09-15T13:48:28
clips/7638352073045576978_000001.wav,silver,"Бајдуе, ја не имаше поема дека Нјојоркер има толку бави сетови за вежбање, што јас не бев свесна за тоа.","by the way, јас немаше поима дека New Yorker има толку убави сетови за вежбање, што јас не бев свесна за тоа.",edited,2026-09-15T13:49:43
clips/7638352073045576978_000002.wav,silver,До пред две недели и јас станаа од седната со нивните сетови. Купи си го овај сет.,До пред две недели и јас станав опседната со нивните сетови. Купи си го овај сет.,edited,2026-09-15T13:50:23
clips/7638352073045576978_000003.wav,silver,"Гледај 500 денара, горен и долен дел вкупно.","Гледај 500 денара, горен и долен дел вкупно.",kept,2026-09-15T13:50:27
clips/7638352073045576978_000004.wav,silver,Значи по сјом со и нешто денара е 1 дел.,Значи по 799 денара е еден дел.,edited,2026-09-15T13:51:06
clips/7638352073045576978_000005.wav,silver,И мене толку ново ми се западна што јас одлучив вчера,И мене толку ногу ми се допаднаа што јас одлучив вчера,edited,2026-09-15T13:51:28
clips/7638352073045576978_000006.wav,silver,да отидам и да си купам още нешто.,да отидам и да си купам уште нешто.,edited,2026-09-15T13:51:37
clips/7638352073045576978_000007.wav,silver,"Ја никогаш не сум била толку голем фан на Нјојоркер,","Ја никогаш не сум била толку голем фан на Њујоркер,",edited,2026-09-15T13:51:55
clips/7638352073045576978_000008.wav,silver,али нивните сетови за вежбање...,али нивните сетови за вежбање...,kept,2026-09-15T13:51:58
clips/7638352073045576978_000010.wav,silver,Требаше малку мотивација за вежбање.,Требаше малку мотивација за вежбање.,kept,2026-09-15T13:52:00
clips/7638352073045576978_000011.wav,silver,"By the way, ако некоја што треба мотивација за вежбање,","By the way, ако некогаш ти треба мотивација за вежбање,",edited,2026-09-15T13:53:07
clips/7638352073045576978_000012.wav,silver,"You already know it, ама јас да те подсетам дека ако си купиш некој cute set ке се секш по баво, you know, и ке ти се вежбав.","You already know it, ама јас да те подсетам дека ако си купиш некој cute set ке се осеќаш поубаво,  you know, и ќе ти се вежба.",edited,2026-09-15T13:53:56
clips/7638352073045576978_000014.wav,silver,"Пред да почнем да ти го покажувам сето, еве го, заради тоа што е у различна боја, ама ист како тај предходнија што го имам, basically, ама многу баво стојам, морам да ти покажам.","Пред да почнам да ти го покажувам сето, еве го,заради тоа",edited,2026-09-15T13:55:08
clips/7638352073045576978_000015.wav,silver,"Исто така, аз сум си купила од Нјојоркер едни фармерки, кои што јас ги меркав ушто дека не беа на попуст и, I don't know, ма одам вчера и погледа колку пари беа.","Исто така сум си купила од Њујоркер едни фармерки кои што јас ги меркав уште додека не беа на попуст и, арно ама одам вчера погоди колку пари беа.",edited,2026-09-15T13:56:33
clips/7638352073045576978_000016.wav,silver,300 денара.,300 денара.,kept,2026-09-15T13:56:42
clips/7638352073045576978_000020.wav,silver,"Гледаш дека е малку по-низок струкот, значи ја идеално би ги носила да речеме тука и да бидат малку стеснати,","Гледаш дека е малку по-низок струкот, значи ја идеално би ги носила да речеме тука и да бидат малку стеснати,",kept,2026-09-15T13:59:48
clips/7638352073045576978_000021.wav,silver,"али оке, оке, it's fine, затоа што има таков вајб, као, you know, не се замарам, значи, облече ги првите фармерки, што ги фана у моја шкаф и то беше тоа, сваке што и да наметна мистоар, свакеш тај вајб.","али оке, оке, it's fine, затоа што има таков вајб, као, you know, не се замарам, значи, облече ги првите фармерки што ги фана у мојо шкаф и тоа беше тоа, сега што и да наметнам ми стое, сфаќаш тај вајб.",edited,2026-09-15T14:03:25
clips/7638352073045576978_000023.wav,silver,"Знаеш кој е тренд сакам да го направам со овие фармерки? Таа, it's in your mind.","Знаеш кој тренд сакам да го направам со овие фармерки? Таа, it's in your eyes.",edited,2026-09-15T14:07:24
clips/7638352073045576978_000025.wav,silver,"Поентата ми е, ако сакаш некој добар сет за вежбање и да не биде прескап, New Yorker is the place.","Поентата ми е, ако сакаш некој добар сет за вежбање и да не биде прескап, New Yorker is the place.",kept,2026-09-15T14:19:23
clips/7638352073045576978_000026.wav,silver,"Искрена, едвај, чекам да вежбам у него.","Искрено, едвај, чекам да вежбам у него.",edited,2026-09-15T14:19:43
clips/7638352073045576978_000027.wav,silver,"Actually, сега ќе си пуштам на YouTube вежбички и ќе си повежбам, заради тоа што ми е кеф, наискино, да ти кажам.","Actually, сега ќе си пуштам на YouTube вежбички и ќе си повежбам, заради тоа што ми е кеиф, најискрено, да ти кажам.",edited,2026-09-15T14:20:24
clips/7638352073045576978_000028.wav,silver,"Пишу в коментар дали ти се свиги и ако имаш да ми предложиш некој друго место за да си купам сетови, за да се мотивирам да вежбам до летото,","Пиши у коментар дали ти се свиѓа и ако имаш да ми предложиш некое друго место за да си купам сетови, за да се мотивирам да вежбам до летото,",edited,2026-09-15T14:28:23
clips/7649371967849549077_000000.wav,silver,"Стварно, миле народовни, мислам, стварно не сте ми јасни у чат.","Стварно мене народот не ми,мислам стварно не сте ми јасни во чат.",edited,2026-09-15T15:33:04
clips/7649371967849549077_000001.wav,silver,"Не се возите со ово, саа бе крше возовите, ние немаме пруга, гледај како е во Европа во врвр.","Не се возите со воз, абе крш се возовите ние немаме пруга, гледај како е во Европа врврвр...",edited,2026-09-15T15:33:51
clips/7649371967849549077_000002.wav,silver,"Ајде да направиме пруга, ама зашто да правиме пруга сега, тоа пруга ке се краде.","Ајде да направиме пруга, ама зашто да правиме пруга сега, тоа пруга ке се краде.",kept,2026-09-15T15:34:08
clips/7649371967849549077_000003.wav,silver,"А работна акција е да ја правиме сите со мотиките пругата, а?","А работна акција е да ја правиме сите со мотиките пругата, а?",kept,2026-09-15T15:34:24
clips/7649371967849549077_000004.wav,silver,Ке дојете ви овде кој учатов да ја правиме пругата?,"Ќе дојдете вие овдека у чатов да ја правиме пругата,",edited,2026-09-15T15:34:50
clips/7649371967849549077_000005.wav,silver,Нема да дојде. Само да се пјампа. Само да се куди нешто.,Нема да дојдете. Само да се пљамба. Само да се куди нешто.,edited,2026-09-15T15:35:19
clips/7649371967849549077_000006.wav,silver,"Кај што, као, например, преско отчитам Лазаров, како што му правеле таму за донацијата што им ја правиа куќата на фамилијата таму.","Кај што, као, например, преска го читам Лазаров, како што му правеле таму за донацијата што им ја правеа куќата на фамилијата таму.",edited,2026-09-15T15:36:17
clips/7649371967849549077_000007.wav,silver,"Любоморни луѓе, зашто на таа некоја фамилија им правиле куќа, не им правиле нивната?","Љубоморни луѓе, зашто на таа некоја фамилија им правиле куќа, не им ја правеле нивната?",edited,2026-09-15T15:36:52
clips/7649371967849549077_000008.wav,silver,Не постија и друга причина зашто му пишувале и го пцуеле и го врегеле Лазаров.,Не постои друга пичина зашто му пишувале и го пцуеле и го вреѓале Лазаров.,edited,2026-09-15T15:37:28
clips/7649371967849549077_000009.wav,silver,"Не го врегеле, любоморни луѓе. Любомора, злоба, завист.","Не го вреѓале, љубоморни луѓе. Љубомора, злоба, завист.",edited,2026-09-15T15:38:03
clips/7649371967849549077_000010.wav,silver,"Есе да знаш што да ја прави вемеропругата, требаше ЕСДС да ја прави.","Е сега зашто да ја прави ВМРО, требаше ЕСДЕС да ја прави.",edited,2026-09-15T15:38:38
clips/7649371969657294100_000000.wav,silver,"Има еден случај, за кој што ми е тешко да зборам,","Има еден случај, за кој што ми е тешко да зборам,",kept,2026-09-15T15:39:10
clips/7649371969657294100_000001.wav,silver,"затоа што е многу трогателен случај,","затоа што е многу трогателен случај,",kept,2026-09-15T15:39:13
clips/7649371969657294100_000002.wav,silver,"а тој е случајот со момчето, чие што органи беа донирани","а тој е случајот со момчето, чие што органи беа донирани",kept,2026-09-15T15:39:27
clips/7649371969657294100_000003.wav,silver,"минатата недела, Вечна Муслава, загина во Собракена Незгода.","минатата недела, вечна му слава, загина во сообраќајна незгода.",edited,2026-09-15T15:39:57
clips/7649371969657294100_000004.wav,silver,"Тој е младо дете, чие што семејство одлучило да ги донири","Тој е младо дете, чие што семејство одлучило да ги донира",edited,2026-09-15T15:40:21
clips/7649371969657294100_000005.wav,silver,неговите органи за да се спасат повеќе животи.,неговите органи за да се спасат повеќе животи.,kept,2026-09-15T15:40:23
clips/7649371969657294100_000006.wav,silver,"Наместо да му е лесните на семејството,","Наместо да му олесните на семејството,",edited,2026-09-15T15:40:42
clips/7649371969657294100_000007.wav,silver,"зборам сега Министерството за Здравство,","зборам сега Министерството за Здравство,",kept,2026-09-15T15:40:51
clips/7649371969657294100_000008.wav,silver,"АД, Бутел, МВР, обвинителство, дополнително ги ставате","АД, Бутел, МВР, обвинителство, дополнително ги ставате",kept,2026-09-15T15:41:06
clips/7649371969657294100_000009.wav,silver,да поминуваат низ дополнителна голгота и ги изложувате,да поминуваат низ дополнителна голгота и ги изложувате,kept,2026-09-15T15:41:09
clips/7649371969657294100_000010.wav,silver,дополнително на трошуци. Дарител на органи и неговото семејство,дополнително на трошоци. Дарител на органи и неговото семејство,edited,2026-09-15T15:41:45
clips/7649371969657294100_000011.wav,silver,"се ослободени од било какви давачки, по однос на погреби и така надаку.","се ослободени од било какви давачки, по однос на погреби и така натаму.",edited,2026-09-15T15:42:13
clips/7649371969657294100_000012.wav,silver,"За семејство кое што се одлучило на оваков потек,","За семејство кое што се одлучило на ваков потег,",edited,2026-09-15T15:42:32
clips/7649371969657294100_000013.wav,silver,државата треба да има посебен третман.,државата треба да има посебен третман.,kept,2026-09-15T15:42:35
clips/7649371969657294100_000014.wav,silver,"Не, чекай не е завршен записникот, пак е видиме, пак е ово.","Не, чекај не е завршен записникот, па ќе видиме, па ќе ова...",edited,2026-09-15T15:43:07
clips/7649371969657294100_000015.wav,silver,"Увидот и записникот од Увид за во оваков случај би требало да биде готов за 24 саати,","Увидот и записникот од Увид за ваков случај би требало да биде готов за 24 саати,",edited,2026-09-15T15:43:54
clips/7649371969657294100_000016.wav,silver,а за 48 саати да биде поднесено обвинение.,а за 48 саати да биде поднесено обвинение.,kept,2026-09-15T15:44:07
clips/7649371969657294100_000017.wav,silver,"Не да чекате дали ќе има врски, па дали ќе се јави тој некој на ова,","Не да чекате дали ќе има врски, па дали ќе се јави тој некој на ова,",kept,2026-09-15T15:44:19
clips/7649371969657294100_000018.wav,silver,"да не било некој врвр, па да фатите ше има некој врски.","да не било некој врвр, па да фатите шема некој врски.",edited,2026-09-15T15:44:43
clips/7649371969657294100_000019.wav,silver,"Не, тука нема врски.","Не, тука нема врски.",kept,2026-09-15T15:44:46
clips/7649371969657294100_000020.wav,silver,Испративме денес прашање до Министерството за Матерични Работи,Испративме денес прашање до Министерството за внатрешни работи,edited,2026-09-15T15:45:09
clips/7649371969657294100_000021.wav,silver,и дојавнато обвинителство за овој случај докаде е.,и до јавното обвинителство за овој случај до каде е.,edited,2026-09-15T15:45:44
clips/7649371969657294100_000022.wav,silver,И да знаете да ја ќе го следиме случајот во тблиску.,И да знаете дека ќе го следиме случајов од блиску.,edited,2026-09-15T15:46:05
clips/7649371969657294100_000023.wav,silver,"Олеснете му на семејството, извадете ја правдата на Виделина","Олеснете му на семејството, извадете ја правдата на виделина,",edited,2026-09-15T15:46:27
clips/7649371969657294100_000024.wav,silver,и ја веѓа напел до председателката на ова семејство,"И еве еден апел до претседателката, на ова семејство",edited,2026-09-15T15:46:55
clips/7649371969657294100_000025.wav,silver,"да му додели, може би треба да му додели орден.","да му додели, можеби треба да му додели орден.",edited,2026-09-15T15:47:22
clips/7649371969657294100_000026.wav,silver,Бидејќи е еден позитивен пример.,Бидејќи е еден позитивен пример.,kept,2026-09-15T15:47:27
clips/7649371969657294100_000027.wav,silver,Во целата трагедија е позитивен пример.,Во целата трагедија е позитивен пример.,kept,2026-09-15T15:47:30
clips/7649371969657294100_000028.wav,silver,Пет-шест животи мислам дека спасе.,Пет-шест животи мислам дека спаси.,edited,2026-09-15T15:47:49
clips/7649371969657294100_000030.wav,silver,Пет-шест различни случаи.,Пет-шест различни случаи.,kept,2026-09-15T15:47:52
clips/7649371969657294100_000031.wav,silver,"Би требало, ако ништо, во најмала рака председателката","Би требало, ако ништо, во најмала рака председателката",kept,2026-09-15T15:47:56
clips/7649371969657294100_000032.wav,silver,"да се заложи, ако им треба контакт, кај им одадам контактот,","да се заложи, ако им треба контакт, ќе им го дадам контактот.",edited,2026-09-15T15:48:30
clips/7649371969657294100_000033.wav,silver,едно признание за државата да даде нова семестра.,едно признание државата да даде на ова семејство.,edited,2026-09-15T15:49:00
clips/7651642155898785032_000000.wav,silver,Најлоша работа што можеш да кажеш на некој што сака добра слика е,Најлоша работа што можеш да кажеш на некој што сака добра слика е,kept,2026-09-15T15:49:54
clips/7651642155898785032_000001.wav,silver,само застани и позирай.,само застани и позирај.,edited,2026-09-15T15:50:02
clips/7651642155898785032_000002.wav,silver,Затоа што сите знаеме дека најдобрите фотки никогаш не изгледат наместено.,Затоа што сите знаеме дека најдобрите фотки никогаш не изгледат наместено.,kept,2026-09-15T15:50:07
clips/7651642155898785032_000003.wav,silver,"Тие се случуваат додека се движиш, додека не мислиш на камерата.","Тие се случуваат додека се движиш, додека не мислиш на камерата.",kept,2026-09-15T15:50:11
clips/7651642155898785032_000004.wav,silver,"Епа се новија Чајоми 17, те не ти е потребна совршена поза.","Ете со новиот Шаоми 17, не ти е потребна совршена поза.",edited,2026-09-15T15:50:56
clips/7651642155898785032_000005.wav,silver,"Ти треба само миг, што трае доволно кратко за да биде реален момент","Ти треба само миг, што трае доволно кратко за да биде реален момент",kept,2026-09-15T15:51:00
clips/7651642155898785032_000006.wav,silver,и камера доволно брзо за да го пати истиот.,и камера доволно брзо за да го пати истиот.,kept,2026-09-15T15:51:04
clips/7651642155898785032_000009.wav,silver,"Батеријата трае цел ден, така да не мора полночет","Батеријата трае цел ден, така да не мора полначот",edited,2026-09-15T15:51:37
clips/7651642155898785032_000010.wav,silver,да го носиш со себе секаде кај што ќе одиш.,да го носиш со себе секаде кај што ќе одиш.,kept,2026-09-15T15:51:40
clips/7651642155898785032_000012.wav,silver,добиваш и подорог.,добиваш и подарок.,edited,2026-09-15T15:51:56
clips/7651642155898785032_000013.wav,silver,"Значи, телефон што ги факе моментите","Значи, телефон што ги фаќа моментите",edited,2026-09-15T15:52:11
clips/7651642155898785032_000014.wav,silver,и подорог што ги собира трошките последни.,и подарок што ги собира трошките после нив.,edited,2026-09-15T15:52:31
clips/7651642155898785032_000015.wav,silver,Шејоми 17Т со лейка објективи.,Шејоми 17Т со лејка објективи.,edited,2026-09-15T15:52:51
clips/7659733710522109202_000000.wav,silver,Сега ме носиш таму тегуштарите на Пио Кафе.,Сега ме носеш таму кај гуштерите да пијам кафе.,edited,2026-09-15T15:53:39
clips/7659733710522109202_000001.wav,silver,Значи има добри ревјус на Гугл.,Значи има добри ревјус на Гугл.,edited,2026-09-15T15:53:51
clips/7659733710522109202_000003.wav,silver,Одеме у Зул Кафе.,Одеме у зу кафе.,edited,2026-09-15T15:54:10
clips/7659733710522109202_000004.wav,silver,"Погодите, кој го нејде Зул Кафе? Одна сајца.","Погодите, кој го нејде Зу Кафе? од нас двајца.",edited,2026-09-15T15:54:30
clips/7659733710522109202_000005.wav,silver,Искам 25 оптимни дни.,Искам 25 оптимни дни.,rejected,2026-09-15T15:54:57
clips/7659733710522109202_000007.wav,silver,"Јао, види и маче спија јао на драка.",види и маче спиe унтре.,edited,2026-09-15T15:55:30
clips/7659733710522109202_000009.wav,silver,На секоја маса имат најстојата овјага шпана.,На секоја маса имаат нешто јас тоа сеа го сфана.,edited,2026-09-15T15:56:07
clips/7659733710522109202_000010.wav,silver,Тука имат бисер.,Тука има гуштер.,edited,2026-09-15T15:56:19
clips/7671331711338253575_000000.wav,silver,"Ало, Бобружо.",Ало Баба Ружо.,edited,2026-09-15T15:57:02
clips/7671331711338253575_000004.wav,silver,"И саа, турих кафеен филджан пише. Млеко.","И саа, турих кафеен филџан пише. Млеко.",edited,2026-09-15T15:57:52
clips/7671331711338253575_000008.wav,silver,"И саа, туку пише одоко брашно.","И саа, тука пише од око брашно.",edited,2026-09-15T15:58:08
clips/7671331711338253575_000009.wav,silver,К'о ме ја катао док'о брашно? Колку да турам?,Коо ме е таа мерка од око брашно? Колку да турам?,edited,2026-09-15T15:58:46
clips/7671331711338253575_000010.wav,silver,Те ми шта каса сте нова дума кинга?,Ти мислеш така се станува домаќинка?,edited,2026-09-15T15:59:10
clips/7671331711338253575_000012.wav,silver,ми ште е наготоло.,Мислеш се е на готово.,edited,2026-09-15T15:59:31
clips/7671331711338253575_000013.wav,silver,"Алло, Благија, слуши, ти си по ти модерните работи.","Ало Благе, слуши, ти си по тие модерните работи.",edited,2026-09-15T15:59:54
clips/7671331711338253575_000014.wav,silver,Дето се сака неколку хаче да напрам.,Децата сакаа некоо фокача да направам.,edited,2026-09-15T16:00:11
clips/7671331711338253575_000015.wav,silver,"Пише многу во 400 мл. вода, квасец,","Пише си многу убаво 400мл вода, квасец,",edited,2026-09-15T16:00:37
clips/7671331711338253575_000016.wav,silver,"сичко што треба тама, солци, зајтинче,","сичко што треба тама, солца, зејтинче,",edited,2026-09-15T16:00:51
clips/7671331711338253575_000017.wav,silver,"ама пише ту капс, два капсове или шо са тие,","ама пише ту капс, два капсуви ли шо се тие,",edited,2026-09-15T16:01:19
clips/7671331711338253575_000018.wav,silver,од брашно. Колку е два капсове?,брашно. Колку е два капсове?,edited,2026-09-15T16:01:32
clips/7671331711338253575_000019.wav,silver,"Е, е, удоко Бобороджо, удоко.","Е, е, уд око Баба Ружо, уд око.",edited,2026-09-15T16:01:55
clips/7671331711338253575_000020.wav,silver,"Кажаме ги саа, залепеме ги.","Кажа ми га саа, залепи ми га..",edited,2026-09-15T16:02:12
clips/7671331711338253575_000021.wav,silver,"Да, така да.",ааа така де.,edited,2026-09-15T16:02:24
clips/7679118148963978517_000001.wav,silver,"Струјата ќе плаки оној што ќе ја троши, а во денашно време има многу бројни начини за ладење на овие центри,","Струјата ќе плаќа оној што ќе ја троши, а во денешно време има многу бројни начини за ладење на овие центри,",edited,2026-09-15T16:03:26
clips/7679118148963978517_000012.wav,silver,"кои носат развој, работни места и нови технологии.","кои носат развој, работни места и нови технологии.",kept,2026-09-15T16:03:29
clips/7679118148963978517_000020.wav,silver,Во држава во која грагјаните веќе се соочуваат со проблеми,Во држава во која граѓаните веќе се соочуваат со проблеми,edited,2026-09-15T16:03:48
clips/7679118148963978517_000021.wav,silver,"со водоснабдувањето, загадени реки и труење во Гостевар.","со водоснабдувањето, загадени реки и труење во Гостевар.",kept,2026-09-15T16:03:54
clips/7679118148963978517_000026.wav,silver,и кој ке оплати сметката. Ова не е стратегија за развој,и кој ке плати сметката. Ова не е стратегија за развој,edited,2026-09-15T16:04:15
clips/7679118148963978517_000028.wav,silver,велат од Опозицијската партија.,велат од Опозициската партија.,edited,2026-09-15T16:04:30
clips/7679484792164912391_000002.wav,silver,"Првиот воз од Зелениково ке тргнува во 6.20, а последниот ке пристигнува на железничката во Скопје во 20.19.","Првиот воз од Зелениково ке тргнува во 6.20, а последниот ќе пристигнува на железничката во Скопје во 22:19",edited,2026-09-15T16:05:30
clips/7679484792164912391_000003.wav,silver,"На патот кон Скопје, возот ке застанува на станиците Орешани, Јанесандански, Драчево и Лисиче.","На патот кон Скопје, возот ке застанува на станиците Орешани, Јане Сандански, Драчево и Лисиче.",edited,2026-09-15T16:06:00
clips/7679484792164912391_000004.wav,silver,"Во обратен правец, првиот воз од Скопје ке тргнува во 5.32,","Во обратен правец, првиот воз од Скопје ке тргнува во 5.32,",kept,2026-09-15T16:06:10
clips/7679484792164912391_000005.wav,silver,а последниот ке пристигнува во Зелениково во 21.20.,а последниот ке пристигнува во Зелениково во 21.20.,kept,2026-09-15T16:06:19
clips/7679484792164912391_000006.wav,silver,"Цената на билетот за едно возање во еден правец ке биде 40 денари,","Цената на билетот за едно возење во еден правец ќе биде 40 денари,",edited,2026-09-15T16:06:39
clips/7679484792164912391_000009.wav,silver,чија цена е 1040 денари.,чија цена е 1040 денари.,kept,2026-09-15T16:06:56
clips/7679484792164912391_000017.wav,silver,"Много е по-елегантно, по-комодно.","Многу е поелегантно, покомотно.",edited,2026-09-15T16:07:39
clips/7679484792164912391_000019.wav,silver,Вие би користеле?,Вие би користеле?,kept,2026-09-15T16:07:44
clips/7679484792164912391_000020.wav,silver,"Секако, се разбира.","Секако, се разбира.",kept,2026-09-15T16:07:46
clips/7679484792164912391_000021.wav,silver,Дека дека ќе се растерете малку автокомпанија?,Дека дека ќе се растерете малку,edited,2026-09-15T16:09:13
clips/7679484792164912391_000022.wav,silver,"Може би, не знам, може би, зашто да не?","Можеби, не знам, можеби, зашто да не?",edited,2026-09-15T16:09:28
clips/7679484792164912391_000025.wav,silver,"Ако има интерес, биде, треба да се проба.","Ако има интерес, треба да се проба.",edited,2026-09-15T16:09:54
clips/7679484792164912391_000026.wav,silver,"Ако има интерес, добро, ако не, ќе се мухинеме.","Ако има интерес, добро, ако не, ќе се укине.",edited,2026-09-15T16:10:15
clips/7679484792164912391_000027.wav,silver,Линијата Зелениково-Скопје е само првата,Линијата Зелениково-Скопје е само првата,kept,2026-09-15T16:10:19
clips/7679484792164912391_000028.wav,silver,од планираните три делници на проектот Градски воз.,од планираните три делници на проектот Градски воз.,kept,2026-09-15T16:10:30
clips/7679484792164912391_000029.wav,silver,"Според најавите, втората делница треба да го поврзе","Според најавите, втората делница треба да го поврзе",kept,2026-09-15T16:10:40
