metadata_popravka
metadata_full;;;;;;;
file_name;text;source;split;video;start;end;duration
clips/dysauiwudx5_000002.wav;дерматолози, со значи нивните невоси, бемки, да видиме дали има нешто;silver;test;DYSAuiwuDx5.mp4;10.14;15.6;5.46
clips/dysauiwudx5_000003.wav;сомнително, нешто што треба на вистина да се обрне внимание.;gold;test;DYSAuiwuDx5.mp4;15.6;19.4;3.8
clips/dysauiwudx5_000004.wav;Со тоа што ќе бидат понатаму упатени за дијагностика понатамошна;silver;test;DYSAuiwuDx5.mp4;19.96;25.0;5.04
clips/dysauiwudx5_000005.wav;и нормално третман доколку е потребен.;silver;test;DYSAuiwuDx5.mp4;25.0;28.1;3.1
clips/dysauiwudx5_000006.wav;Ќе биде даден совет за фотозаштита, како да прават самопреглед и најважно е да се покрене свесноста со ова кај сите граѓани да внимаваат во овој летен период, да не дојдат до влошување или да следат некои стари промени.;gold;test;DYSAuiwuDx5.mp4;28.1;46.4;18.3
clips/dyshih8uppa_000000.wav;Што никогаш не би направила за пари, ова често си го размислувам, бидејќи, како што кажав, на социјалните мрежи многу често се рекламираат производи, инфлуенсери, блогери и шминкери, не би рекламирала нешто што јас не го подржувам.;gold;train;DYSHiH8uppa.mp4;0.0;19.42;19.42
clips/dyshih8uppa_000001.wav;Значи да препорачам некој производ што јас никогаш не би го користела, не ми се допаѓа, независно, може и да е шминка, може и да е нешто за нега на кожа, и да знам дека не е добро и да го рекламирам само за тоа што сме направиле некоја соработка, не би го направила.;gold;train;DYSHiH8uppa.mp4;19.42;37.26;17.84
clips/dyshih8uppa_000002.wav;Мислам, јас би рекламирала само во тоа што стано верувам.;gold;train;DYSHiH8uppa.mp4;37.56;40.56;3.0
clips/dyshih8uppa_000003.wav;Не би прифатила да рекламирам нешто, тој ви спомена во позади камерите, или не би кажала нешто кое јас не верувам во него или не го живеам тоа секој ден, така да мислам дека ниедни пари не би го купеле тоа.;gold;train;DYSHiH8uppa.mp4;40.56;52.38;11.82
clips/dysobpsd0iw_000000.wav;Политичари мои пријатели, за него, не знам ти дали ја знаеш таа легенда,;gold;train;DYSObPSD0Iw.mp4;0.0;3.22;3.22
clips/dysobpsd0iw_000001.wav;на крајот на 80-те години кога почнал да работи,;silver;train;DYSObPSD0Iw.mp4;3.32;6.0;2.68
clips/dysobpsd0iw_000002.wav;господинот Таки Фити добил поголем државен стан, наводно,;gold;train;DYSObPSD0Iw.mp4;7.56;11.32;3.76
clips/dysobpsd0iw_000003.wav;Од тој што го имал, и Трајко Славевски конкурирал за овој помалиот;gold;train;DYSObPSD0Iw.mp4;11.46;15.24;3.78
clips/dysobpsd0iw_000004.wav;и не го добил, и се зборува дека се заклучил во канцеларијата;gold;train;DYSObPSD0Iw.mp4;15.24;18.72;3.48
clips/dysobpsd0iw_000005.wav;со сопругата, не знам и децата дали биле, и штрајкувал со јадење,;gold;train;DYSObPSD0Iw.mp4;18.72;23.68;4.96
clips/dysobpsd0iw_000006.wav;ваљда не со глад, пошто не ми се верува дека тој може да штрајкува;gold;train;DYSObPSD0Iw.mp4;23.78;26.34;2.56
clips/dysobpsd0iw_000007.wav;Согласно, може да штрајкува многу јадење,;silver;train;DYSObPSD0Iw.mp4;26.34;28.14;1.8
clips/dysobpsd0iw_000008.wav;али дека се заклучил, го знаеш тоа или не го знаеш?;gold;train;DYSObPSD0Iw.mp4;28.22;30.98;2.76
clips/dysobpsd0iw_000009.wav;Да, го имам слушнато, не знам.;silver;train;DYSObPSD0Iw.mp4;31.0;32.18;1.18
clips/dysobpsd0iw_000010.wav;Види, легендата зборува се, а јас извинувам...;silver;train;DYSObPSD0Iw.mp4;32.8;35.3;2.5
;Да, имам слушната, ово е мој обет,;rejected;;DYSObPSD0Iw.mp4;35.3;36.14;0.84
clips/dysobpsd0iw_000012.wav;не би, сметам, не е мое да го коментирам.;silver;train;DYSObPSD0Iw.mp4;36.22;38.94;2.72
clips/dysobpsd0iw_000013.wav;Еве да било така, се надавам дека е издејствувал по голем стан.;gold;train;DYSObPSD0Iw.mp4;39.7;43.2;3.5
clips/dyscicskztw_000000.wav;Ја мислам дека најголем дел од граѓаните, без разлика на етничка припадност, не ја чувствуваат државата како своја или не знаат да ја чувствуваат државата како своја, како своја го чувствуваат само својот стан, куќа и дворот, кога ќе излезат до ограда, кога ќе излезат од тоа, тоа е некоја недефинирана територија, ја вика некоја Македонија и тука можеме што сакаме да правиме, вклучувајќи плочките од реновираното купатило,;gold;train;DYScIcskZtw.mp4;0.0;25.04;25.04
clips/dyscicskztw_000001.wav;која ќе се стемни комшијата Пецо да не ме гледа, да можам да ги фрлам, да ги истурам во некој тревник во околината,;gold;train;DYScIcskZtw.mp4;25.04;31.28;6.24
clips/dyscicskztw_000002.wav;ако можам додека никој не гледа да скршам некој правило, ако можам да му се јавам на Јоцо да се свршам јас работа,;silver;train;DYScIcskZtw.mp4;31.38;37.94;6.56
clips/dyscicskztw_000003.wav;другите нека чекаат и така натаму. Целиот тој однос на поголем дел од граѓаните, ова не важи за сите,;silver;train;DYScIcskZtw.mp4;37.96;43.88;5.92
clips/dyscicskztw_000004.wav;важи за дел од граѓаните, тоа производ на нашата реалност која што не сме задоволни каква е државата,;gold;train;DYScIcskZtw.mp4;44.56;52.0;7.44
clips/dyscicskztw_000005.wav;е производ на односот на немањето вистинска љубов на државата.;silver;train;DYScIcskZtw.mp4;52.0;55.78;3.78
clips/dyshgcddy2a_000000.wav;Не е крив Славевски што е на таа функција. Крив е тој што го предложил.;silver;train;DYShGCDDy2A.mp4;0.0;4.66;4.66
clips/dyshgcddy2a_000001.wav;Бидејќи неговиот легитимитет и како претседател на град Скопје,;silver;train;DYShGCDDy2A.mp4;5.3;10.42;5.12
clips/dyshgcddy2a_000002.wav;заедно со екс-градоначалничката, го направи руина Скопје.;gold;train;DYShGCDDy2A.mp4;11.1;15.54;4.44
clips/dyshgcddy2a_000003.wav;Ако едниот не го бива, другиот требаше да го бива, да дават на граѓаните нешто повеќе.;silver;train;DYShGCDDy2A.mp4;16.26;21.12;4.86
clips/dyshgcddy2a_000004.wav;Меѓутоа, тоа го направи. И сега, тоа е денеска нашиот гувенер во кој што;silver;train;DYShGCDDy2A.mp4;21.56;25.64;4.08
clips/dyshgcddy2a_000005.wav;ние мораме да го почитуваме, во кој што дава изјави кои што се несоодветни;silver;train;DYShGCDDy2A.mp4;25.64;31.28;5.64
clips/dyshgcddy2a_000006.wav;и некој работи излегуваат на виделина кој што мене ми сметат како човек;silver;train;DYShGCDDy2A.mp4;31.28;35.5;4.22
clips/dyshgcddy2a_000007.wav;и ми сметат како македонец.;silver;train;DYShGCDDy2A.mp4;35.5;37.38;1.88
clips/dyshgcddy2a_000008.wav;Бев зачуден со ефикасността, негативно да го кажам, на обвинителството;silver;train;DYShGCDDy2A.mp4;37.6;44.34;6.74
clips/dyshgcddy2a_000009.wav;за гонење на организиран криминал и корупција. Како може толку брзо да се затвори;gold;train;DYShGCDDy2A.mp4;44.34;50.04;5.7
clips/dyshgcddy2a_000010.wav;тоа е една таква истрага за таков криминал, за такви размери и не разбирам како можело републичкиот јавен обвинител воопшто да биде запознаен со тоа бидејќи имаше и он изјава дека не бил запознаен, дека тоа одело исклучуво преко ОЈО ГОКК.;gold;train;DYShGCDDy2A.mp4;50.04;74.2;24.16
clips/dyshgcddy2a_000011.wav;тоа беше уште еден доказ дека тука правда нема и дека тука законите за богатите не важат.;gold;train;DYShGCDDy2A.mp4;75.56;84.1;8.54
clips/dyshgcddy2a_000012.wav;Тука се потребни решенија, некои од нив нема да бидат популарни, некои од нив ќе бидат вака много горчливи и пилоли;silver;train;DYShGCDDy2A.mp4;84.36;90.2;5.84
clips/dyshgcddy2a_000013.wav;и мене не ми се допаѓа кога, еве, апропо изјавите кои што ги слушавме денови, не ми се допаѓа кога нашата влада;gold;train;DYShGCDDy2A.mp4;90.2;97.02;6.82
clips/dyshgcddy2a_000014.wav;зборува за тоа дека ние сакаме да се зачлениме;gold;train;DYShGCDDy2A.mp4;97.02;99.32;2.3
clips/dyshgcddy2a_000015.wav;врз основа на квалитет, а не врз основа на попуштање и така натаму.;silver;train;DYShGCDDy2A.mp4;99.32;103.32;4.0
clips/dyshgcddy2a_000016.wav;Врз основа на квалитет, ние уште во 2009. имавме позитивна препорака;gold;train;DYShGCDDy2A.mp4;103.44;107.42;3.98
clips/dyshgcddy2a_000017.wav;за почнување на преговорите. Гледаме дека тоа не се случува.;gold;train;DYShGCDDy2A.mp4;107.42;110.5;3.08
clips/dyshgcddy2a_000018.wav;Значи тоа го знае секој граѓанин, од политичарите се бара нешто плус.;silver;train;DYShGCDDy2A.mp4;110.62;114.28;3.66
clips/dyshgcddy2a_000019.wav;Со воведувањето на повеќепартискиот систем и на демократизацијата;silver;train;DYShGCDDy2A.mp4;114.58;118.9;4.32
clips/dyshgcddy2a_000020.wav;на општествено-политичкиот живот во Македонија,;silver;train;DYShGCDDy2A.mp4;118.9;122.06;3.16
clips/dyshgcddy2a_000021.wav;ние уставно-правно се устроивме дека трите власти кои ја сочинуваат;silver;train;DYShGCDDy2A.mp4;122.06;127.2;5.14
clips/dyshgcddy2a_000022.wav;политичкиот систем во Македонија, тоа е законодавната, извршната;silver;train;DYShGCDDy2A.mp4;128.76;132.52;3.76
clips/dyshgcddy2a_000023.wav;и судската, треба да бидат по устав, независни едни од други.;silver;train;DYShGCDDy2A.mp4;132.52;136.18;3.66
clips/dyshgcddy2a_000024.wav;За жал, на практика, гледаме во овие 35 години, без исклучок дали;silver;train;DYShGCDDy2A.mp4;136.4;142.8;6.4
clips/dyshgcddy2a_000025.wav;левицата или десницата како политички елити владееле со Македонија;silver;train;DYShGCDDy2A.mp4;142.8;146.44;3.64
clips/dyshgcddy2a_000026.wav;во овие 35 години, наместо уставно-правно да се однесува;silver;train;DYShGCDDy2A.mp4;146.44;150.74;4.3
clips/dyshgcddy2a_000027.wav;да имаме ние независност и одвоеност на тие три власти,;silver;train;DYShGCDDy2A.mp4;150.74;155.08;4.34
clips/dyshgcddy2a_000028.wav;како што се извршната, законодавната и судската,;silver;train;DYShGCDDy2A.mp4;155.16;157.7;2.54
clips/dyshgcddy2a_000029.wav;ние гледаме дека имаме тотална партизација, политизација,;silver;train;DYShGCDDy2A.mp4;157.84;161.7;3.86
clips/dyshgcddy2a_000030.wav;непотизам со тоа и корупција и криминализација,;silver;train;DYShGCDDy2A.mp4;162.7;165.54;2.84
clips/dyshgcddy2a_000031.wav;дури и на судско-обвинителскиот систем.;silver;train;DYShGCDDy2A.mp4;165.54;167.38;1.84
clips/dyugxjmmw75_000000.wav;Бременоста и компликациите по породувањето се втора поред причина за смрт на девојките на возраст од 15 до 19 години.;gold;train;DYUgXjmMw75.mp4;0.0;7.6;7.6
clips/dyugxjmmw75_000001.wav;Како ова се решава, доктор Гетов?;gold;train;DYUgXjmMw75.mp4;7.84;9.72;1.88
clips/dyugxjmmw75_000002.wav;Ова ќе го решаваме ако прво направиме средина во која младите ќе бидат доволно запознаени како да не дојде до бременост на 15 години.;gold;train;DYUgXjmMw75.mp4;11.28;25.2;13.92
clips/dyugxjmmw75_000003.wav;Ние велиме да има бременост, меѓутоа да биде во период кога женското тело е подготвено да одговори на таа своја задача, да стане мајка.;gold;train;DYUgXjmMw75.mp4;25.26;38.98;13.72
clips/dyugxjmmw75_000004.wav;Значи во едно детско тело, ако се случи бременост,;gold;train;DYUgXjmMw75.mp4;38.98;45.86;6.88
clips/dyugxjmmw75_000005.wav;тука има оптоварување од повеќе аспекти, од повеќе органи,;silver;train;DYUgXjmMw75.mp4;45.98;50.74;4.76
clips/dyugxjmmw75_000006.wav;повеќе системи во тој организам и затоа се случуваат проблеми.;silver;train;DYUgXjmMw75.mp4;50.8;57.28;6.48
clips/dyusz0gooqf_000000.wav;Ова е модел кој што ни е посебно драг и сме многу емотивно поврзани за него,;gold;train;DYUsZ0gOOqF.mp4;0.0;5.06;5.06
clips/dyusz0gooqf_000001.wav;затоа што навистина прикажува една убава слика за тоа како настанува животот.;gold;train;DYUsZ0gOOqF.mp4;5.26;10.32;5.06
clips/dyusz0gooqf_000002.wav;Во горниот ред, како што кажа колешката, ни е прикажан ембрионален развој.;silver;train;DYUsZ0gOOqF.mp4;10.44;15.92;5.48
clips/dyusz0gooqf_000003.wav;Во првата тегла ни е прикажана прва делба, кога оплодената јајце-клетка се дели на две клетки,;gold;train;DYUsZ0gOOqF.mp4;16.46;23.24;6.78
clips/dyusz0gooqf_000004.wav;потоа ни е прикажана втората фаза, тоа ни е морула,;silver;train;DYUsZ0gOOqF.mp4;23.24;26.86;3.62
clips/dyusz0gooqf_000005.wav;па се до оној момент кога треба да се образува бластоцистата,;silver;train;DYUsZ0gOOqF.mp4;26.96;30.64;3.68
clips/dyusz0gooqf_000006.wav;каде што веќе самиот ембрион е подготвен за имплантација;silver;train;DYUsZ0gOOqF.mp4;30.82;34.88;4.06
clips/dyusz0gooqf_000007.wav;или гнездување во ендометриумот, односно ѕидот на матката.;silver;train;DYUsZ0gOOqF.mp4;34.88;40.02;5.14
clips/dyusz0gooqf_000008.wav;Во долниот дел, во долниот ред, ни се прикажени неколку од фазите.;gold;train;DYUsZ0gOOqF.mp4;40.28;44.66;4.38
;Поинтересните фази.;rejected;;DYUsZ0gOOqF.mp4;44.82;45.78;0.96
clips/dyusz0gooqf_000010.wav;Поинтересните фази, да кажеме, ответолниот развој,;silver;train;DYUsZ0gOOqF.mp4;45.78;48.36;2.58
clips/dyusz0gooqf_000011.wav;таму, например, не е 9. недела, кога веќе скоро речиси сите органи се оформени,;silver;train;DYUsZ0gOOqF.mp4;48.36;54.2;5.84
clips/dyusz0gooqf_000012.wav;кога срцето чука...;gold;train;DYUsZ0gOOqF.mp4;54.28;55.32;1.04
clips/dyusz0gooqf_000013.wav;Така изгледа едно беденце во 9. недела.;silver;train;DYUsZ0gOOqF.mp4;55.32;56.64;1.32
clips/dyusz0gooqf_000014.wav;Така, да, да, и тука веќе отчукувањето на срцето се дури некаде до 160,;silver;train;DYUsZ0gOOqF.mp4;56.64;64.16;7.52
clips/dyusz0gooqf_000015.wav;може да се слушнат на ултразвук, потоа ни е прикажен ембрион во 28. недела,;silver;train;DYUsZ0gOOqF.mp4;64.56;70.48;5.92
clips/dyusz0gooqf_000016.wav;кога ембрионот веќе го препознава, дури и гласот на својата мајка,;silver;train;DYUsZ0gOOqF.mp4;70.54;78.34;7.8
clips/dyusz0gooqf_000017.wav;Мајка, така, значи и тука веќе е дури подготвен да излезе на свет.;gold;train;DYUsZ0gOOqF.mp4;78.36;85.84;7.48
;Така.;rejected;;DYUsZ0gOOqF.mp4;87.26;87.98;0.72
clips/dyusz0gooqf_000019.wav;Така, и во последната тегличка ни е прикажана три-четврте на лезе,;silver;train;DYUsZ0gOOqF.mp4;87.98;93.46;5.48
clips/dyusz0gooqf_000020.wav;Кога фетусот вежба дури, нели...;silver;train;DYUsZ0gOOqF.mp4;93.5;95.26;1.76
;Одредени движења.;rejected;;DYUsZ0gOOqF.mp4;96.16;97.08;0.92
clips/dyusz0gooqf_000022.wav;Движење и дишање, значи со плодовата вода.;gold;train;DYUsZ0gOOqF.mp4;97.1;100.84;3.74
clips/dyusz0gooqf_000023.wav;И тука веќе, нели, самиот фетос, односно веќе дури е бебе.;silver;train;DYUsZ0gOOqF.mp4;100.88;106.04;5.16
clips/dyvh6oxdsar_000000.wav;Дали вие како полиција, како МВР недоволно квалитетно сте ја сработиле работата, сте избрзале со акцијата, нема доволно докази и аргументи или пак ваму во обвинителството некој се обидува да замиже и да ги заташка работите?;silver;train;DYVH6oxDSaR.mp4;0.0;13.66;13.66
clips/dyvh6oxdsar_000001.wav;наеднаш се смени фактичката состојба, тоа треба друг да даде;silver;train;DYVH6oxDSaR.mp4;32.53;36.19;3.66
;одговор, а не јас.;rejected;;DYVH6oxDSaR.mp4;36.19;36.99;0.8
clips/dyvh6oxdsar_000003.wav;Добро, ви останувате на тоа дека има докази во случај;silver;train;DYVH6oxDSaR.mp4;37.55;40.01;2.46
;за да одговарат?;rejected;;DYVH6oxDSaR.mp4;40.01;40.13;0.12
clips/dyvh6oxdsar_000005.wav;Јас останувам на она коешто е нормално, а тоа е дека во никој;silver;train;DYVH6oxDSaR.mp4;40.13;48.34;8.21
clips/dyvh6oxdsar_000006.wav;Никој случај не сме една ваква постапка, така тивко да се затвори;silver;train;DYVH6oxDSaR.mp4;48.34;57.17;8.83
clips/dyvh6oxdsar_000007.wav;на постапката да има од страна обвинителството коешто ја води;gold;train;DYVH6oxDSaR.mp4;57.17;61.69;4.52
clips/dyvh6oxdsar_000008.wav;во оваа постапка. Навистина, ова е огромно разочарување,;silver;train;DYVH6oxDSaR.mp4;61.69;66.94;5.25
clips/dyvh6oxdsar_000009.wav;особено за целокупниот тим кој што работеше во Министерството;gold;train;DYVH6oxDSaR.mp4;67.04;72.78;5.74
clips/dyvh6oxdsar_000010.wav;за внатрешни работи, истражителите, инспекторите и така натаму.;silver;train;DYVH6oxDSaR.mp4;72.78;75.94;3.16
clips/dyvh6oxdsar_000011.wav;Океј што сте разочарани и шокирани, но какво фајде има јавноста од тоа?;silver;train;DYVH6oxDSaR.mp4;76.14;81.52;5.38
clips/dyvh6oxdsar_000012.wav;Ќе види јавноста во наредниот период, зашто точно сум сакал;silver;train;DYVH6oxDSaR.mp4;81.56;85.52;3.96
clips/dyvh6oxdsar_000013.wav;да поентирам од аспект на фактичка состојба којашто;silver;train;DYVH6oxDSaR.mp4;85.52;90.94;5.42
clips/dyvh6oxdsar_000014.wav;Министерството за Внатрешни Работи;silver;train;DYVH6oxDSaR.mp4;92.11;93.35;1.24
clips/dyvh6oxdsar_000015.wav;неспорно ја има утврдено во;silver;train;DYVH6oxDSaR.mp4;93.83;95.39;1.56
clips/dyvh6oxdsar_000016.wav;изминатиот период во насока на;gold;train;DYVH6oxDSaR.mp4;95.39;97.31;1.92
clips/dyvh6oxdsar_000017.wav;остарување на право и правда.;gold;train;DYVH6oxDSaR.mp4;98.33;99.47;1.14
;Така да ќе имам;rejected;;DYVH6oxDSaR.mp4;100.76;101.74;0.98
clips/dyvh6oxdsar_000019.wav;Ќе има можност јавноста да види;silver;train;DYVH6oxDSaR.mp4;101.74;103.24;1.5
clips/dyvh6oxdsar_000020.wav;за што сум мислил, во која насока;silver;train;DYVH6oxDSaR.mp4;103.24;105.84;2.6
clips/dyvh6oxdsar_000021.wav;го стремам, она кое го имам;silver;train;DYVH6oxDSaR.mp4;105.84;108.14;2.3
clips/dyvh6oxdsar_000022.wav;и јас добијам како информација.;silver;train;DYVH6oxDSaR.mp4;108.14;109.82;1.68
clips/dyvh6oxdsar_000023.wav;Добро, ако можам да заключам, за вас не е затворен овој случај.;silver;train;DYVH6oxDSaR.mp4;109.82;112.02;2.2
;Абсолютно не.;rejected;;DYVH6oxDSaR.mp4;112.06;112.6;0.54
clips/dyvh6oxdsar_000025.wav;За обвинителството за да го неорганизиран криминал.;gold;train;DYVH6oxDSaR.mp4;112.72;114.8;2.08
clips/db3i8q4rd3y_000000.wav;Вардар или Металург?;gold;train;Db3I8q4Rd3y.mp4;0.0;1.26;1.26
;Вардар.;rejected;;Db3I8q4Rd3y.mp4;1.4;2.0;0.6
clips/db3i8q4rd3y_000002.wav;Повеќе ја би сакал злато со репрезентација или титула во Лига на Шампиони?;gold;train;Db3I8q4Rd3y.mp4;2.04;5.86;3.82
clips/db3i8q4rd3y_000003.wav;Злато со репрезентација.;silver;train;Db3I8q4Rd3y.mp4;6.0;7.22;1.22
clips/db3i8q4rd3y_000004.wav;Германска или Португалска Лига?;gold;train;Db3I8q4Rd3y.mp4;7.78;9.38;1.6
;Германска.;rejected;;Db3I8q4Rd3y.mp4;9.58;10.18;0.6
clips/db3i8q4rd3y_000006.wav;Тишина и максимална концентрација пред натпревар или гласна музика во соблекувална?;gold;train;Db3I8q4Rd3y.mp4;10.34;14.52;4.18
clips/db3i8q4rd3y_000007.wav;И Едно и друго, нема проблем.;silver;train;Db3I8q4Rd3y.mp4;14.6;15.84;1.24
clips/db3i8q4rd3y_000008.wav;Бурно реагирање или премолчување судиска неправда?;gold;train;Db3I8q4Rd3y.mp4;16.36;19.32;2.96
clips/db3i8q4rd3y_000009.wav;Премолчување судиска неправда.;gold;train;Db3I8q4Rd3y.mp4;19.46;20.84;1.38
clips/db3i8q4rd3y_000010.wav;Играње во странство или играње пред домашна публика?;gold;train;Db3I8q4Rd3y.mp4;21.1;23.82;2.72
clips/db3i8q4rd3y_000011.wav;Играње пред домашна публика.;gold;train;Db3I8q4Rd3y.mp4;23.82;25.3;1.48
clips/db3i8q4rd3y_000012.wav;Постигнат гол во последна секунда или клучна асистенција за победа?;gold;train;Db3I8q4Rd3y.mp4;25.46;29.14;3.68
clips/db3i8q4rd3y_000013.wav;Гол во последна секунда.;silver;train;Db3I8q4Rd3y.mp4;29.26;30.76;1.5
clips/db3i8q4rd3y_000014.wav;Утрински тренинг или вечерно вежбање?;silver;train;Db3I8q4Rd3y.mp4;30.9;33.06;2.16
;Утрински тренинг.;rejected;;Db3I8q4Rd3y.mp4;33.26;34.14;0.88
clips/db3i8q4rd3y_000016.wav;Што е потешко, качување килаше или слабеење?;gold;train;Db3I8q4Rd3y.mp4;34.22;36.98;2.76
;Качување килаше.;rejected;;Db3I8q4Rd3y.mp4;37.04;37.9;0.86
clips/db3i8q4rd3y_000018.wav;Критики во медиуми или целосна изолација од социјални мрежи?;gold;train;Db3I8q4Rd3y.mp4;38.28;41.66;3.38
clips/db3i8q4rd3y_000019.wav;Може и двете.;silver;train;Db3I8q4Rd3y.mp4;42.24;43.3;1.06
clips/db3i8q4rd3y_000020.wav;Долги патувања со автобус со тимот или брз лет со авион?;gold;train;Db3I8q4Rd3y.mp4;43.62;47.4;3.78
clips/db3i8q4rd3y_000021.wav;Автобус со тимот.;silver;train;Db3I8q4Rd3y.mp4;47.6;48.72;1.12
clips/db3i8q4rd3y_000022.wav;Инстаграм или ТикТок?;silver;train;Db3I8q4Rd3y.mp4;49.04;50.4;1.36
;Инстаграм.;rejected;;Db3I8q4Rd3y.mp4;50.4;51.3;0.9
clips/db3i8q4rd3y_000024.wav;Лето на море или на планина?;silver;train;Db3I8q4Rd3y.mp4;51.68;53.18;1.5
;На море, овку.;rejected;;Db3I8q4Rd3y.mp4;53.62;54.58;0.96
clips/db3y35ox3jg_000000.wav;Во наредните денови сообраќајната полиција ке ги добие брзите тестови за дрога, но се уште не се знае кога сообраќајците ќе почнат да ги користат.;gold;train;Db3Y35ox3jg.mp4;0.69;8.91;8.22
clips/db3y35ox3jg_000001.wav;Тестовите на плунка ќе детектираат присуство на психоактивни субстанци како техацето од марихуаната, кокаин, амфетамин, метамфетамин, морфиум, хероин, екстази, седативи.;gold;train;Db3Y35ox3jg.mp4;9.19;20.73;11.54
clips/db3y35ox3jg_000002.wav;Одговор полициските службеници ќе добијат за десетина минути.;gold;train;Db3Y35ox3jg.mp4;20.87;24.29;3.42
clips/db3y35ox3jg_000003.wav;Меѓутоа, се јавува една дилема. Колку овие тестови ќе бидат релевантни;silver;train;Db3Y35ox3jg.mp4;24.29;29.09;4.8
clips/db3y35ox3jg_000004.wav;со оглед на тоа што овие субстанции остануваат во човековото тело;silver;train;Db3Y35ox3jg.mp4;29.09;33.07;3.98
clips/db3y35ox3jg_000005.wav;по неколку дена по конзумацијата. Токсиколозите велат дека ќе мора;silver;train;Db3Y35ox3jg.mp4;33.07;37.29;4.22
clips/db3y35ox3jg_000006.wav;да направат дополнителни конфирматорни тестови за да се утврди;silver;train;Db3Y35ox3jg.mp4;37.29;41.07;3.78
clips/db3y35ox3jg_000007.wav;дека еден возач навистина вози под дејство на супстанција.;silver;train;Db3Y35ox3jg.mp4;41.07;44.41;3.34
clips/db3y35ox3jg_000008.wav;на институција каде му се зема биолошки материјал.;gold;train;Db3Y35ox3jg.mp4;54.29;56.87;2.58
clips/db3y35ox3jg_000009.wav;Најдобро е да се земе крв, меѓутоа може да се земе и урина,;gold;train;Db3Y35ox3jg.mp4;57.27;60.35;3.08
clips/db3y35ox3jg_000010.wav;во која што ние ќе одредиме концентрација на опојната дрога.;gold;train;Db3Y35ox3jg.mp4;60.39;65.39;5.0
clips/db3y35ox3jg_000011.wav;Со тоа можеме да бидеме сигурни дали соодветниот субјект;silver;train;Db3Y35ox3jg.mp4;65.51;73.07;7.56
clips/db3y35ox3jg_000012.wav;или возачот е под дејство на опојната дрога.;silver;train;Db3Y35ox3jg.mp4;73.07;75.55;2.48
clips/db3y35ox3jg_000013.wav;За оваа дилема го прашавме Министерството за внатрешни работи,;gold;train;Db3Y35ox3jg.mp4;75.63;78.83;3.2
clips/db3y35ox3jg_000014.wav;откаде што велат дека токму конфирматорните тестови;silver;train;Db3Y35ox3jg.mp4;78.85;82.15;3.3
clips/db3y35ox3jg_000015.wav;ќе бидат тие кои ќе докажат дали едно лице вози под дејство на супстанција;silver;train;Db3Y35ox3jg.mp4;82.15;86.61;4.46
clips/db3y35ox3jg_000016.wav;или нивното дејство веќе завршило.;silver;train;Db3Y35ox3jg.mp4;86.61;88.63;2.02
clips/db3y35ox3jg_000017.wav;Тестовите за детекција на присуство на дрога во организмот;gold;train;Db3Y35ox3jg.mp4;89.11;92.27;3.16
clips/db3y35ox3jg_000018.wav;кој ги набави МВР се прелиминарни тестови со кои се утврдува;gold;train;Db3Y35ox3jg.mp4;92.27;95.97;3.7
clips/db3y35ox3jg_000019.wav;присуство на психотропни субстанции во организмот.;gold;train;Db3Y35ox3jg.mp4;95.97;98.71;2.74
clips/db3y35ox3jg_000020.wav;По спроведено брзо тестирање, за анализи со конфирматорен метод;gold;train;Db3Y35ox3jg.mp4;99.15;103.29;4.14
clips/db3y35ox3jg_000021.wav;неопходни се биолошки примероци како крв и урина.;gold;train;Db3Y35ox3jg.mp4;103.29;106.03;2.74
clips/db3y35ox3jg_000022.wav;Зависно од тоа дали е сторен прекршок и или кривично дело,;gold;train;Db3Y35ox3jg.mp4;106.41;110.63;4.22
clips/db3y35ox3jg_000023.wav;во постапката може да се вклучи и јавен обвинител кој ќе ја диктира динамиката за понатамошно постапување, велат од МВР.;gold;train;Db3Y35ox3jg.mp4;110.63;118.23;7.6
clips/db3y35ox3jg_000024.wav;Чибишев во гостувањето на утринската на сител, ја сакам Македонија,;silver;train;Db3Y35ox3jg.mp4;118.39;122.61;4.22
clips/db3y35ox3jg_000025.wav;кажа дека постојат посебни услови кои можат да влијаат на тоа како телото се справува со супстанците;gold;train;Db3Y35ox3jg.mp4;122.69;128.87;6.18
clips/db3y35ox3jg_000026.wav;и за колку време ќе ги исфрли супстанците од него.;silver;train;Db3Y35ox3jg.mp4;128.87;131.77;2.9
clips/db3y35ox3jg_000027.wav;Прима дрогата и како таа во одредени процеси во организмот;gold;train;Db3Y35ox3jg.mp4;140.63;144.47;3.84
clips/db3y35ox3jg_000028.wav;се метаболизира и се ослободува од организмот.;gold;train;Db3Y35ox3jg.mp4;144.47;150.35;5.88
clips/db3y35ox3jg_000029.wav;Има влијане. Меѓутоа, земениот, земената марихуана,;gold;train;Db3Y35ox3jg.mp4;150.37;156.33;5.96
clips/db3y35ox3jg_000030.wav;земените опијати, тие ќе вртат во организмот најмалку 24 часа.;gold;train;Db3Y35ox3jg.mp4;156.45;161.91;5.46
clips/db3y35ox3jg_000031.wav;Без разлика колкава е тежината, колкава е староста,;gold;train;Db3Y35ox3jg.mp4;161.97;165.21;3.24
clips/db3y35ox3jg_000032.wav;кој е полот, ќе вртат најмалко 24 часа.;silver;train;Db3Y35ox3jg.mp4;165.39;168.19;2.8
