file_name,video,start,end,duration,whisper_text,corrected_text,was_edited
clips/ddhsfacmf8z_000001.wav,DdHSfaCMf8Z.mp4,3.02,7.98,4.96,"Јас сум инаку лав во хороскоп, подзнак сум рак и месечина девица,","Јас сум инаку лав во хороскоп, подзнак сум рак и месечина девица,",no
clips/ddhsfacmf8z_000002.wav,DdHSfaCMf8Z.mp4,8.24,11.34,3.1,"оган, земја, вода, се испомешано.","оган, земја, вода, се испомешано.",no
clips/ddhsfacmf8z_000003.wav,DdHSfaCMf8Z.mp4,11.52,15.06,3.54,"Тоа веројатно објаснува зошто едната страна од мене сака да блеска,","Тоа веројатно објаснува зошто едната страна од мене сака да блеска,",no
clips/ddhsfacmf8z_000004.wav,DdHSfaCMf8Z.mp4,15.72,20.36,4.64,"другата чувствува се, а третата анализира абсолутно се.","другата чувствува се, а третата анализира абсолутно се.",no
clips/ddhsfacmf8z_000005.wav,DdHSfaCMf8Z.mp4,20.62,24.58,3.96,"Многу често ми се случува да почувствам некој пред добро да го запознам,","Многу често ми се случува да почувствам некој пред добро да го запознам,",no
clips/ddhsfacmf8z_000006.wav,DdHSfaCMf8Z.mp4,24.66,28.04,3.38,да добијам оној прв филинг за неговата енергија.,да добијам оној прв филинг за неговата енергија.,no
clips/ddhsfacmf8z_000007.wav,DdHSfaCMf8Z.mp4,28.04,32.0,3.96,Многу често подоцна сфаќам дека интуицијата ми била во право.,Многу често подоцна сфаќам дека интуицијата ми била во право.,no
clips/ddhsfacmf8z_000008.wav,DdHSfaCMf8Z.mp4,32.06,34.58,2.52,"Некој секојаш прашувам што си во хороскоп,",Инаку секогаш прашувам што си во хороскоп?,yes
clips/ddhsfacmf8z_000009.wav,DdHSfaCMf8Z.mp4,34.76,38.76,4.0,затоа што секогаш ми било интересно дека хороскопот може да ни даде барем некоја мала насока за карактерот на човекот.,затоа што секогаш ми било интересно дека хороскопот може да ни даде барем некоја мала насока за карактерот на човекот.,no
clips/ddhsfacmf8z_000010.wav,DdHSfaCMf8Z.mp4,38.76,42.04,3.28,берем некоја мала насока за карактерот на човекот.,барем некоја мала насока за карактерот на човекот,yes
clips/ddhsfacmf8z_000011.wav,DdHSfaCMf8Z.mp4,42.16,44.62,2.46,"Кога ќе погледам овие пандора талисмани,",Кога ќе ги погледнам овие Пандора талисмани,yes
clips/ddhsfacmf8z_000012.wav,DdHSfaCMf8Z.mp4,44.76,49.28,4.52,ми е интересно што секој знак има своја симболика и своја приказна,ми е интересно што секој знак има своја симболика и своја приказна,no
clips/ddhsfacmf8z_000013.wav,DdHSfaCMf8Z.mp4,49.28,53.38,4.1,и можеш да се го носиш со тебе како малопарче од карактерот.,и можеш да се го носиш со тебе како мало парче од карактерот.,yes
clips/ddhsfacmf8z_000014.wav,DdHSfaCMf8Z.mp4,53.38,64.48,11.1,"Јас зашто не можев да одлучам, сите ми беа пресладки, имам на мене седум хороскопски знаци, што нормално нема сите да ги носам наеднаш, но секој од нив има некоја симболика.","Јас зашто не можев да одлучам, сите ми беа преслатки, имам на мене седум хороскопски знаци, што нормално нема сите да ги носам наеднаш, но секој од нив има некоја симболика.",yes
clips/ddhsfacmf8z_000015.wav,DdHSfaCMf8Z.mp4,64.58,76.72,12.14,"Имам и прстен, солнце и месечина. Солнцето нели е тоа што го покажуваме на светот, месечината тоа што го чувствуваме кога никој не гледа, а талисманот е тоа во која што веруваме.","Имам и прстен, сонце и месечина. Сонцето нели е тоа што го покажуваме на светот, месечината тоа што го чувствуваме кога никој не гледа, а талисманот е тоа во кое што веруваме.",yes
clips/ddhsfacmf8z_000016.wav,DdHSfaCMf8Z.mp4,76.72,86.04,9.32,Па ме интересира дали ти му веруваш на првиот филинг за некого или си од оној тип на човек што вели не суди пред да запознаеш.,Па ме интересира дали ти му веруваш на првиот филинг за некого или си од оној тип на човек што вели не суди пред да запознаеш.,no
clips/ddhsfacmf8z_000017.wav,DdHSfaCMf8Z.mp4,86.1,95.5,9.4,"И уште поважно кој хороскопски знак си, дали интуицијата има нешто поврзано со твојот хороскопски знак и која карактеристика најмногу ја препознаваш во себе.","И уште поважно кој хороскопски знак си, дали интуицијата има нешто поврзано со твојот хороскопски знак и која карактеристика најмногу ја препознаваш во себе.",no
